order_id,customer_id,order_datetime,city,is_member,age_group,category,items_count,discount_pct,order_value,payment_method,distance_km,is_raining,prep_time_min,promised_time_min,delivery_time_min,rating,refund_requested,order_date,month,month_name,weekday,dow,is_weekend,hour,day_part,is_peak,delay_min,is_delayed,gross_value,discount_amount,distance_band,delay_bucket
ORD109971,C00462,2025-10-11 07:16:00,Delhi NCR,False,35-44,Instant & Frozen Food,3,10,286.28,Credit/Debit Card,0.34,False,3.1,10,5.2,,False,2025-10-11,10,Oct,Saturday,5,1,7,Morning,0,0.0,0,318.08888888888885,31.808888888888873,0-1 km,On time
ORD131527,C00223,2025-12-02 11:51:00,Bengaluru,False,35-44,Fruits & Vegetables,2,0,98.14,UPI,1.25,False,3.6,10,9.4,3.0,False,2025-12-02,12,Dec,Tuesday,1,0,11,Morning,0,0.0,0,98.14,0.0,1-2 km,On time
ORD124782,C02568,2025-11-27 04:58:00,Delhi NCR,False,18-24,"Atta, Rice & Dal",5,15,534.61,Cash on Delivery,1.49,False,3.8,10,9.5,5.0,False,2025-11-27,11,Nov,Thursday,3,0,4,Late Night,0,0.0,0,628.9529411764706,94.34294117647062,1-2 km,On time
ORD119310,C00685,2025-10-11 09:09:00,Bengaluru,True,18-24,Fruits & Vegetables,4,0,170.84,Credit/Debit Card,1.47,False,4.7,10,12.7,5.0,False,2025-10-11,10,Oct,Saturday,5,1,9,Morning,1,2.6999999999999993,1,170.84,0.0,1-2 km,1-3 min late
ORD109573,C01925,2025-12-02 14:17:00,Delhi NCR,False,25-34,"Atta, Rice & Dal",3,0,576.39,Wallet,0.56,False,3.6,10,6.9,4.0,False,2025-12-02,12,Dec,Tuesday,1,0,14,Afternoon,0,0.0,0,576.39,0.0,0-1 km,On time
ORD124429,C01843,2025-07-01 08:33:00,Delhi NCR,True,18-24,Fruits & Vegetables,2,10,88.99,Wallet,5.53,False,2.9,22,23.2,4.0,False,2025-07-01,7,Jul,Tuesday,1,0,8,Morning,1,1.1999999999999993,1,98.87777777777777,9.887777777777771,4+ km,1-3 min late
ORD131921,C00219,2025-11-06 21:15:00,Kolkata,True,25-34,Electronics & Accessories,4,0,1302.33,UPI,4.53,False,2.8,22,17.3,5.0,False,2025-11-06,11,Nov,Thursday,3,0,21,Evening,1,0.0,0,1302.33,0.0,4+ km,On time
ORD119320,C02710,2025-05-27 07:56:00,Bengaluru,False,25-34,Instant & Frozen Food,1,10,64.49,UPI,1.64,False,2.2,14,8.9,5.0,False,2025-05-27,5,May,Tuesday,1,0,7,Morning,0,0.0,0,71.65555555555555,7.165555555555557,1-2 km,On time
ORD108976,C02534,2025-04-14 20:29:00,Delhi NCR,False,25-34,Personal Care,2,10,229.76,UPI,0.49,False,4.5,10,9.2,4.0,False,2025-04-14,4,Apr,Monday,0,0,20,Evening,1,0.0,0,255.28888888888886,25.528888888888872,0-1 km,On time
ORD101298,C01874,2025-07-25 13:35:00,Kolkata,True,25-34,Chocolates & Sweets,2,0,201.65,Cash on Delivery,2.27,False,4.4,14,11.0,,False,2025-07-25,7,Jul,Friday,4,0,13,Afternoon,0,0.0,0,201.65,0.0,2-3 km,On time
ORD124066,C00331,2025-12-25 17:26:00,Hyderabad,False,45+,Personal Care,2,0,227.34,Pay Later,0.57,False,4.1,10,5.0,5.0,False,2025-12-25,12,Dec,Thursday,3,0,17,Evening,0,0.0,0,227.34,0.0,0-1 km,On time
ORD127410,C02566,2025-02-21 21:33:00,Mumbai,False,18-24,"Atta, Rice & Dal",4,10,503.34,Cash on Delivery,3.32,True,4.8,18,21.5,4.0,False,2025-02-21,2,Feb,Friday,4,0,21,Evening,1,3.5,1,559.2666666666667,55.92666666666668,3-4 km,3-6 min late
ORD103058,C02069,2025-04-23 08:23:00,Delhi NCR,True,18-24,Baby & Pet Care,3,0,1090.1,Credit/Debit Card,2.51,False,2.3,14,12.5,5.0,False,2025-04-23,4,Apr,Wednesday,2,0,8,Morning,1,0.0,0,1090.1,0.0,2-3 km,On time
ORD101441,C00993,2025-11-02 15:48:00,Hyderabad,False,18-24,Instant & Frozen Food,1,0,73.68,Cash on Delivery,3.28,False,4.3,18,14.0,5.0,False,2025-11-02,11,Nov,Sunday,6,1,15,Afternoon,0,0.0,0,73.68,0.0,3-4 km,On time
ORD105405,C00803,2025-12-05 19:15:00,Pune,False,25-34,Snacks & Munchies,3,5,173.93,Cash on Delivery,0.66,False,1.9,10,5.3,5.0,False,2025-12-05,12,Dec,Friday,4,0,19,Evening,1,0.0,0,183.08421052631581,9.154210526315808,0-1 km,On time
ORD101959,C00488,2025-11-04 05:10:00,Delhi NCR,False,35-44,Household & Cleaning,6,0,769.11,UPI,0.76,False,5.7,10,6.4,5.0,False,2025-11-04,11,Nov,Tuesday,1,0,5,Late Night,0,0.0,0,769.11,0.0,0-1 km,On time
ORD112354,C01033,2025-12-21 15:53:00,Bengaluru,True,25-34,Fruits & Vegetables,5,0,283.6,Wallet,2.03,False,6.5,14,14.9,5.0,False,2025-12-21,12,Dec,Sunday,6,1,15,Afternoon,0,0.9000000000000004,1,283.6,0.0,2-3 km,1-3 min late
ORD114727,C01081,2025-09-07 16:45:00,Delhi NCR,False,25-34,Instant & Frozen Food,3,0,327.25,Credit/Debit Card,1.16,False,3.3,10,5.3,5.0,False,2025-09-07,9,Sep,Sunday,6,1,16,Afternoon,0,0.0,0,327.25,0.0,1-2 km,On time
ORD101330,C01531,2025-03-26 18:44:00,Mumbai,True,35-44,Cold Drinks & Juices,6,0,614.98,UPI,0.3,False,5.5,10,6.0,5.0,False,2025-03-26,3,Mar,Wednesday,2,0,18,Evening,0,0.0,0,614.98,0.0,0-1 km,On time
ORD113867,C02491,2025-10-27 18:13:00,Kolkata,True,25-34,Fruits & Vegetables,1,10,39.52,UPI,2.11,True,2.7,14,14.3,4.0,False,2025-10-27,10,Oct,Monday,0,0,18,Evening,0,0.3000000000000007,1,43.91111111111111,4.391111111111108,2-3 km,1-3 min late
ORD106280,C01578,2025-11-26 21:36:00,Pune,True,18-24,Fruits & Vegetables,3,15,171.37,UPI,1.61,False,3.9,14,9.5,5.0,False,2025-11-26,11,Nov,Wednesday,2,0,21,Evening,1,0.0,0,201.61176470588236,30.24176470588236,1-2 km,On time
ORD123613,C02697,2025-06-02 19:42:00,Hyderabad,True,18-24,Fruits & Vegetables,4,0,132.96,Pay Later,3.8,False,3.8,18,14.9,5.0,False,2025-06-02,6,Jun,Monday,0,0,19,Evening,1,0.0,0,132.96,0.0,3-4 km,On time
ORD106204,C01486,2025-01-13 20:07:00,Delhi NCR,False,25-34,Snacks & Munchies,4,5,315.92,Credit/Debit Card,0.31,False,4.9,10,6.6,5.0,False,2025-01-13,1,Jan,Monday,0,0,20,Evening,1,0.0,0,332.5473684210527,16.627368421052665,0-1 km,On time
ORD100369,C01056,2025-08-13 11:56:00,Bengaluru,False,35-44,Electronics & Accessories,3,0,1472.13,UPI,0.65,True,2.4,10,7.6,5.0,False,2025-08-13,8,Aug,Wednesday,2,0,11,Morning,0,0.0,0,1472.13,0.0,0-1 km,On time
ORD113687,C00454,2025-05-28 23:08:00,Delhi NCR,True,18-24,Fruits & Vegetables,2,0,106.31,Wallet,0.47,False,1.8,10,5.0,5.0,False,2025-05-28,5,May,Wednesday,2,0,23,Night,0,0.0,0,106.31,0.0,0-1 km,On time
ORD104850,C01064,2025-03-21 07:49:00,Bengaluru,True,25-34,Snacks & Munchies,1,10,60.36,Cash on Delivery,2.21,False,3.7,14,12.4,5.0,False,2025-03-21,3,Mar,Friday,4,0,7,Morning,0,0.0,0,67.06666666666666,6.7066666666666634,2-3 km,On time
ORD115709,C00079,2025-08-07 20:26:00,Bengaluru,True,25-34,Snacks & Munchies,3,0,194.04,UPI,1.76,True,3.3,14,12.2,,False,2025-08-07,8,Aug,Thursday,3,0,20,Evening,1,0.0,0,194.04,0.0,1-2 km,On time
ORD112624,C02707,2025-02-09 19:20:00,Pune,True,45+,Instant & Frozen Food,3,0,264.55,Cash on Delivery,0.78,True,5.4,10,8.4,5.0,False,2025-02-09,2,Feb,Sunday,6,1,19,Evening,1,0.0,0,264.55,0.0,0-1 km,On time
ORD117684,C01410,2025-07-21 19:56:00,Hyderabad,True,18-24,Dairy & Bread,1,10,65.98,UPI,2.42,False,4.7,14,13.1,4.0,False,2025-07-21,7,Jul,Monday,0,0,19,Evening,1,0.0,0,73.31111111111112,7.331111111111113,2-3 km,On time
ORD116431,C00395,2025-05-22 01:38:00,Delhi NCR,False,35-44,Instant & Frozen Food,2,10,213.53,UPI,1.44,False,3.2,10,8.2,4.0,False,2025-05-22,5,May,Thursday,3,0,1,Late Night,0,0.0,0,237.25555555555556,23.72555555555556,1-2 km,On time
ORD117217,C02729,2025-09-08 18:06:00,Mumbai,True,45+,Chocolates & Sweets,3,0,271.94,UPI,1.33,True,3.2,10,11.3,4.0,False,2025-09-08,9,Sep,Monday,0,0,18,Evening,0,1.3000000000000007,1,271.94,0.0,1-2 km,1-3 min late
ORD113837,C01812,2025-09-14 17:19:00,Mumbai,False,25-34,Electronics & Accessories,3,10,1091.73,UPI,0.98,False,2.5,10,6.3,5.0,False,2025-09-14,9,Sep,Sunday,6,1,17,Evening,0,0.0,0,1213.0333333333333,121.30333333333328,0-1 km,On time
ORD131154,C02000,2025-08-30 10:13:00,Bengaluru,False,25-34,"Atta, Rice & Dal",5,20,809.38,Pay Later,0.78,False,4.3,10,7.9,4.0,False,2025-08-30,8,Aug,Saturday,5,1,10,Morning,0,0.0,0,1011.7249999999999,202.3449999999999,0-1 km,On time
ORD128682,C01430,2025-10-12 07:58:00,Mumbai,False,18-24,Dairy & Bread,6,15,459.19,Wallet,0.68,True,3.6,10,7.0,5.0,False,2025-10-12,10,Oct,Sunday,6,1,7,Morning,0,0.0,0,540.2235294117647,81.03352941176473,0-1 km,On time
ORD111830,C00604,2025-01-30 15:08:00,Hyderabad,True,18-24,Fruits & Vegetables,6,0,717.85,Wallet,3.66,False,5.8,18,14.6,5.0,False,2025-01-30,1,Jan,Thursday,3,0,15,Afternoon,0,0.0,0,717.85,0.0,3-4 km,On time
ORD103427,C02986,2025-01-13 08:37:00,Delhi NCR,False,25-34,Snacks & Munchies,7,0,734.88,Wallet,0.84,False,5.3,10,8.2,5.0,False,2025-01-13,1,Jan,Monday,0,0,8,Morning,1,0.0,0,734.88,0.0,0-1 km,On time
ORD104968,C01763,2025-11-10 08:36:00,Delhi NCR,True,45+,Cold Drinks & Juices,4,5,477.17,UPI,2.04,False,3.7,14,10.1,5.0,False,2025-11-10,11,Nov,Monday,0,0,8,Morning,1,0.0,0,502.2842105263158,25.114210526315787,2-3 km,On time
ORD113198,C00663,2025-09-25 04:13:00,Delhi NCR,True,35-44,Cold Drinks & Juices,2,10,128.58,UPI,0.74,False,2.4,10,5.2,5.0,False,2025-09-25,9,Sep,Thursday,3,0,4,Late Night,0,0.0,0,142.86666666666667,14.286666666666662,0-1 km,On time
ORD109426,C01064,2025-07-27 07:39:00,Bengaluru,True,25-34,Fruits & Vegetables,2,0,136.67,Wallet,0.43,True,3.3,10,5.0,5.0,False,2025-07-27,7,Jul,Sunday,6,1,7,Morning,0,0.0,0,136.67,0.0,0-1 km,On time
ORD107668,C00697,2025-07-08 08:29:00,Hyderabad,True,25-34,Dairy & Bread,5,5,239.74,UPI,0.32,False,3.4,10,5.0,4.0,False,2025-07-08,7,Jul,Tuesday,1,0,8,Morning,1,0.0,0,252.35789473684213,12.617894736842118,0-1 km,On time
ORD110039,C02578,2025-12-02 20:21:00,Pune,True,25-34,Snacks & Munchies,3,10,72.57,Cash on Delivery,0.76,False,3.4,10,5.4,,False,2025-12-02,12,Dec,Tuesday,1,0,20,Evening,1,0.0,0,80.63333333333333,8.063333333333333,0-1 km,On time
ORD105841,C02468,2025-10-09 19:53:00,Bengaluru,False,18-24,Baby & Pet Care,3,10,578.75,Cash on Delivery,3.05,True,5.5,18,21.8,4.0,False,2025-10-09,10,Oct,Thursday,3,0,19,Evening,1,3.8000000000000007,1,643.0555555555555,64.30555555555554,3-4 km,3-6 min late
ORD109284,C01920,2025-04-25 08:41:00,Kolkata,False,25-34,Fruits & Vegetables,4,0,215.62,UPI,3.35,False,3.9,18,16.2,5.0,False,2025-04-25,4,Apr,Friday,4,0,8,Morning,1,0.0,0,215.62,0.0,3-4 km,On time
ORD105472,C01486,2025-01-27 17:05:00,Delhi NCR,False,25-34,Dairy & Bread,6,10,235.44,Wallet,0.86,False,4.2,10,6.6,5.0,False,2025-01-27,1,Jan,Monday,0,0,17,Evening,0,0.0,0,261.59999999999997,26.159999999999968,0-1 km,On time
ORD116387,C01974,2025-04-15 20:32:00,Mumbai,True,35-44,Dairy & Bread,3,0,141.48,UPI,0.58,False,4.8,10,9.2,5.0,False,2025-04-15,4,Apr,Tuesday,1,0,20,Evening,1,0.0,0,141.48,0.0,0-1 km,On time
ORD109331,C01672,2025-01-03 22:33:00,Bengaluru,True,25-34,Instant & Frozen Food,7,5,671.88,Credit/Debit Card,1.09,False,4.4,10,10.1,,False,2025-01-03,1,Jan,Friday,4,0,22,Night,0,0.09999999999999964,1,707.2421052631579,35.3621052631579,1-2 km,1-3 min late
ORD123831,C00841,2025-01-10 00:28:00,Delhi NCR,False,25-34,Baby & Pet Care,3,0,432.84,Credit/Debit Card,2.25,False,4.1,14,12.7,5.0,False,2025-01-10,1,Jan,Friday,4,0,0,Late Night,0,0.0,0,432.84,0.0,2-3 km,On time
ORD108387,C02602,2025-07-07 12:48:00,Bengaluru,True,18-24,"Atta, Rice & Dal",5,5,921.36,Pay Later,2.59,False,3.9,14,14.2,4.0,False,2025-07-07,7,Jul,Monday,0,0,12,Afternoon,0,0.1999999999999993,1,969.8526315789475,48.49263157894745,2-3 km,1-3 min late
ORD123042,C00418,2025-11-04 18:42:00,Hyderabad,True,35-44,Cold Drinks & Juices,3,10,106.82,Credit/Debit Card,3.16,False,4.3,18,11.4,4.0,False,2025-11-04,11,Nov,Tuesday,1,0,18,Evening,0,0.0,0,118.68888888888888,11.86888888888889,3-4 km,On time
ORD105601,C02758,2025-09-19 21:00:00,Bengaluru,True,25-34,Baby & Pet Care,4,0,1037.27,UPI,1.26,True,2.9,10,9.5,4.0,False,2025-09-19,9,Sep,Friday,4,0,21,Evening,1,0.0,0,1037.27,0.0,1-2 km,On time
ORD126174,C01207,2025-01-26 21:34:00,Bengaluru,False,18-24,Electronics & Accessories,3,0,751.04,Cash on Delivery,0.34,False,3.0,10,6.9,4.0,False,2025-01-26,1,Jan,Sunday,6,1,21,Evening,1,0.0,0,751.04,0.0,0-1 km,On time
ORD128948,C02949,2025-05-26 18:21:00,Kolkata,False,25-34,Dairy & Bread,7,15,404.14,Cash on Delivery,0.41,False,3.3,10,5.0,5.0,False,2025-05-26,5,May,Monday,0,0,18,Evening,0,0.0,0,475.45882352941175,71.31882352941176,0-1 km,On time
ORD129352,C01696,2025-06-08 20:48:00,Bengaluru,False,25-34,"Atta, Rice & Dal",2,5,311.45,UPI,0.99,True,3.0,10,7.9,5.0,False,2025-06-08,6,Jun,Sunday,6,1,20,Evening,1,0.0,0,327.8421052631579,16.39210526315793,0-1 km,On time
ORD115268,C00049,2025-10-21 13:37:00,Bengaluru,True,45+,Dairy & Bread,1,5,52.98,Pay Later,4.02,False,2.8,18,13.9,5.0,False,2025-10-21,10,Oct,Tuesday,1,0,13,Afternoon,0,0.0,0,55.76842105263158,2.788421052631584,4+ km,On time
ORD108891,C02231,2025-04-18 05:43:00,Mumbai,True,35-44,Baby & Pet Care,1,5,151.9,UPI,3.48,False,4.4,18,15.6,5.0,False,2025-04-18,4,Apr,Friday,4,0,5,Late Night,0,0.0,0,159.8947368421053,7.994736842105283,3-4 km,On time
ORD122961,C00664,2025-04-03 17:56:00,Delhi NCR,False,25-34,"Atta, Rice & Dal",4,20,320.83,Pay Later,0.89,False,5.1,10,5.0,5.0,False,2025-04-03,4,Apr,Thursday,3,0,17,Evening,0,0.0,0,401.03749999999997,80.20749999999998,0-1 km,On time
ORD128939,C02977,2025-08-19 07:04:00,Bengaluru,True,35-44,Chocolates & Sweets,2,0,100.22,UPI,1.01,True,2.7,10,10.1,5.0,False,2025-08-19,8,Aug,Tuesday,1,0,7,Morning,0,0.09999999999999964,1,100.22,0.0,1-2 km,1-3 min late
ORD102140,C00127,2025-04-08 12:08:00,Mumbai,True,25-34,Electronics & Accessories,3,0,1377.43,UPI,2.81,True,4.0,14,17.0,5.0,False,2025-04-08,4,Apr,Tuesday,1,0,12,Afternoon,0,3.0,1,1377.43,0.0,2-3 km,1-3 min late
ORD105456,C00457,2025-12-14 21:19:00,Kolkata,False,45+,Instant & Frozen Food,3,5,249.67,Credit/Debit Card,1.49,False,4.6,10,7.0,4.0,False,2025-12-14,12,Dec,Sunday,6,1,21,Evening,1,0.0,0,262.81052631578945,13.140526315789458,1-2 km,On time
ORD113952,C00606,2025-10-11 07:42:00,Hyderabad,True,18-24,Chocolates & Sweets,1,10,62.47,UPI,0.37,False,3.5,10,5.0,4.0,False,2025-10-11,10,Oct,Saturday,5,1,7,Morning,0,0.0,0,69.41111111111111,6.941111111111113,0-1 km,On time
ORD120355,C02875,2025-08-31 19:49:00,Delhi NCR,True,18-24,Electronics & Accessories,1,10,294.32,Credit/Debit Card,0.46,True,4.3,10,5.0,5.0,False,2025-08-31,8,Aug,Sunday,6,1,19,Evening,1,0.0,0,327.0222222222222,32.70222222222219,0-1 km,On time
ORD118464,C01903,2025-11-26 11:24:00,Pune,False,18-24,Snacks & Munchies,3,5,165.08,UPI,4.76,False,2.6,22,16.5,5.0,False,2025-11-26,11,Nov,Wednesday,2,0,11,Morning,0,0.0,0,173.7684210526316,8.688421052631583,4+ km,On time
ORD128866,C00605,2025-04-30 13:30:00,Kolkata,False,45+,Chocolates & Sweets,2,10,144.54,UPI,1.62,False,1.9,14,7.0,5.0,False,2025-04-30,4,Apr,Wednesday,2,0,13,Afternoon,0,0.0,0,160.6,16.060000000000002,1-2 km,On time
ORD101255,C00876,2025-07-01 09:45:00,Pune,False,25-34,Instant & Frozen Food,1,0,101.1,Cash on Delivery,0.39,True,3.4,10,5.4,,False,2025-07-01,7,Jul,Tuesday,1,0,9,Morning,1,0.0,0,101.1,0.0,0-1 km,On time
ORD126535,C00009,2025-11-24 22:58:00,Delhi NCR,False,18-24,Snacks & Munchies,3,10,201.35,Pay Later,5.01,False,3.6,22,19.7,4.0,False,2025-11-24,11,Nov,Monday,0,0,22,Night,0,0.0,0,223.7222222222222,22.372222222222206,4+ km,On time
ORD115555,C00531,2025-07-02 08:40:00,Bengaluru,True,18-24,Dairy & Bread,2,0,111.75,UPI,2.9,True,4.2,14,18.6,5.0,False,2025-07-02,7,Jul,Wednesday,2,0,8,Morning,1,4.600000000000001,1,111.75,0.0,2-3 km,3-6 min late
ORD131788,C02763,2025-06-29 19:10:00,Delhi NCR,True,35-44,Fruits & Vegetables,2,0,112.46,Credit/Debit Card,1.36,False,4.4,10,6.7,,False,2025-06-29,6,Jun,Sunday,6,1,19,Evening,1,0.0,0,112.46,0.0,1-2 km,On time
ORD114198,C01976,2025-09-13 16:50:00,Delhi NCR,False,25-34,Dairy & Bread,4,10,187.81,Pay Later,1.72,False,4.3,14,11.2,5.0,False,2025-09-13,9,Sep,Saturday,5,1,16,Afternoon,0,0.0,0,208.67777777777778,20.867777777777775,1-2 km,On time
ORD107743,C02150,2025-06-04 19:35:00,Delhi NCR,True,18-24,Personal Care,5,10,735.68,UPI,4.6,True,4.6,22,24.8,4.0,False,2025-06-04,6,Jun,Wednesday,2,0,19,Evening,1,2.8000000000000007,1,817.4222222222221,81.74222222222215,4+ km,1-3 min late
ORD114406,C00958,2025-09-20 10:26:00,Bengaluru,False,45+,Chocolates & Sweets,4,20,177.21,UPI,0.54,False,3.4,10,5.1,5.0,False,2025-09-20,9,Sep,Saturday,5,1,10,Morning,0,0.0,0,221.5125,44.30249999999998,0-1 km,On time
ORD107891,C02525,2025-12-14 21:22:00,Pune,True,25-34,Electronics & Accessories,2,10,742.78,Pay Later,4.1,True,3.2,18,19.5,4.0,False,2025-12-14,12,Dec,Sunday,6,1,21,Evening,1,1.5,1,825.311111111111,82.53111111111104,4+ km,1-3 min late
ORD120940,C01315,2025-11-18 06:24:00,Delhi NCR,True,18-24,Dairy & Bread,1,10,42.1,UPI,2.09,False,3.1,14,6.1,5.0,False,2025-11-18,11,Nov,Tuesday,1,0,6,Morning,0,0.0,0,46.77777777777778,4.677777777777777,2-3 km,On time
ORD106119,C02916,2025-10-03 22:22:00,Delhi NCR,True,25-34,Household & Cleaning,3,0,183.92,UPI,3.72,False,3.5,18,14.8,4.0,False,2025-10-03,10,Oct,Friday,4,0,22,Night,0,0.0,0,183.92,0.0,3-4 km,On time
ORD122131,C00663,2025-01-29 22:03:00,Delhi NCR,True,35-44,Snacks & Munchies,2,0,81.26,Cash on Delivery,0.3,False,1.9,10,5.0,5.0,False,2025-01-29,1,Jan,Wednesday,2,0,22,Night,0,0.0,0,81.26,0.0,0-1 km,On time
ORD119147,C00088,2025-09-19 10:32:00,Mumbai,True,25-34,Baby & Pet Care,2,10,323.07,Credit/Debit Card,1.43,False,2.7,10,12.0,5.0,False,2025-09-19,9,Sep,Friday,4,0,10,Morning,0,2.0,1,358.96666666666664,35.89666666666665,1-2 km,1-3 min late
ORD114664,C02270,2025-05-27 12:25:00,Pune,True,25-34,Chocolates & Sweets,4,15,172.12,Credit/Debit Card,0.97,False,3.1,10,5.9,5.0,False,2025-05-27,5,May,Tuesday,1,0,12,Afternoon,0,0.0,0,202.49411764705883,30.374117647058824,0-1 km,On time
ORD126509,C02231,2025-10-13 09:32:00,Mumbai,True,35-44,Cold Drinks & Juices,7,10,232.09,Wallet,1.86,False,4.2,14,13.4,4.0,False,2025-10-13,10,Oct,Monday,0,0,9,Morning,1,0.0,0,257.8777777777778,25.78777777777779,1-2 km,On time
